Academy,Facility,Facility Type,Address,City,State,Zip Code
,29564,,,,,
,29565,,,,,
,29566,,,,,
,29567,,,,,
,29568,,,,,
,29569,,,,,
,29570,,,,,
,29571,,,,,
,29572,,,,,
,29573,,,,,
,29574,,,,,
,29575,,,,,
,29576,,,,,
,29577,,,,,
,29578,,,,,
,29579,,,,,
,29580,,,,,
,29581,,,,,
,29582,,,,,
,29583,,,,,
,29584,,,,,
,29585,,,,,
,29586,,,,,
,29587,,,,,
,29588,,,,,
,29589,,,,,
,29590,,,,,
,29591,,,,,
,29592,,,,,
,29593,,,,,
,29594,,,,,
,29595,,,,,
,29596,,,,,
,29597,,,,,
,29598,,,,,
,29599,,,,,
,29600,,,,,
,29601,,,,,
,29602,,,,,
,29603,,,,,
,29604,,,,,
,29605,,,,,
,29606,,,,,
,29607,,,,,
,29608,,,,,
,29609,,,,,
,29610,,,,,
,29611,,,,,
,29612,,,,,
,29613,,,,,
,29614,,,,,
,29615,,,,,
,29616,,,,,
,29617,,,,,
,29618,,,,,
,29619,,,,,
,29620,,,,,
,29621,,,,,
,29622,,,,,
,29623,,,,,
,29624,,,,,
,29625,,,,,
,29626,,,,,
,29627,,,,,
,29628,,,,,
,29629,,,,,
,29630,,,,,
,29631,,,,,
,29632,,,,,
,29633,,,,,
,29634,,,,,
,29635,,,,,
,29636,,,,,
,29637,,,,,
,29638,,,,,
,29639,,,,,
,29640,,,,,
,29641,,,,,
,29642,,,,,
,29643,,,,,
,29644,,,,,
,29645,,,,,
,29646,,,,,
,29647,,,,,
,29648,,,,,
,29649,,,,,
,29650,,,,,
,29651,,,,,
,29652,,,,,
,29653,,,,,
,29654,,,,,
,29655,,,,,
,29656,,,,,
,29657,,,,,
,29658,,,,,
,29659,,,,,
,29660,,,,,
,29661,,,,,
,29662,,,,,
,29663,,,,,
,29664,,,,,
,29665,,,,,
,29666,,,,,
,29667,,,,,
,29668,,,,,
,29669,,,,,
,29670,,,,,
,29671,,,,,
,29672,,,,,
,29673,,,,,
,29674,,,,,
,29675,,,,,
,29676,,,,,
,29677,,,,,
,29678,,,,,
,29679,,,,,
,29680,,,,,
,29681,,,,,
,29682,,,,,
,29683,,,,,
,29684,,,,,
,29685,,,,,
,29686,,,,,
,29687,,,,,
,29688,,,,,
,29689,,,,,
,29690,,,,,
,29691,,,,,
,29692,,,,,
,29693,,,,,
,29694,,,,,
,29695,,,,,
,29696,,,,,
,29697,,,,,
,29698,,,,,
,29699,,,,,
,29700,,,,,
,29701,,,,,
,29702,,,,,
,29703,,,,,
,29704,,,,,
,29705,,,,,
,29706,,,,,
,29707,,,,,
,29708,,,,,
,29709,,,,,
,29710,,,,,
,29711,,,,,
,29712,,,,,
,29713,,,,,
,29714,,,,,
,29715,,,,,
,29716,,,,,
,29717,,,,,
,29718,,,,,
,29719,,,,,
,29720,,,,,
,29721,,,,,
,29722,,,,,
,29723,,,,,
,29724,,,,,
,29725,,,,,
,29726,,,,,
,29727,,,,,
,29728,,,,,
,29729,,,,,
,29730,,,,,
,29731,,,,,
,29732,,,,,
,29733,,,,,
,29734,,,,,
,29735,,,,,
,29736,,,,,
,29737,,,,,
,29738,,,,,
,29739,,,,,
,29740,,,,,
,29741,,,,,
,29742,,,,,
,29743,,,,,
,29744,,,,,
,29745,,,,,
,29746,,,,,
,29747,,,,,
,29748,,,,,
,29749,,,,,
,29750,,,,,
,29751,,,,,
,29752,,,,,
,29753,,,,,
,29754,,,,,
,29755,,,,,
,29756,,,,,
,29757,,,,,
,29758,,,,,
,29759,,,,,
,29760,,,,,
,29761,,,,,
,29762,,,,,
,29763,,,,,
,29764,,,,,
,29765,,,,,
,29766,,,,,
,29767,,,,,
,29768,,,,,
,29769,,,,,
,29770,,,,,
,29771,,,,,
,29772,,,,,
,29773,,,,,
,29774,,,,,
,29775,,,,,
,29776,,,,,
,29777,,,,,
,29778,,,,,
,29779,,,,,
,29780,,,,,
,29781,,,,,
,29782,,,,,
,29783,,,,,
,29784,,,,,
,29785,,,,,
,29786,,,,,
,29787,,,,,
,29788,,,,,
,29789,,,,,
,29790,,,,,
,29791,,,,,
,29792,,,,,
,29793,,,,,
,29794,,,,,
,29795,,,,,
,29796,,,,,
,29797,,,,,
,29798,,,,,
,29799,,,,,
,29800,,,,,
,29801,,,,,
,29802,,,,,
,29803,,,,,
,29804,,,,,
,29805,,,,,
,29806,,,,,
,29807,,,,,
,29808,,,,,
,29809,,,,,
,29810,,,,,
,29811,,,,,
,29812,,,,,
,29813,,,,,
,29814,,,,,
,29815,,,,,
,29816,,,,,
,29817,,,,,
,29818,,,,,
,29819,,,,,
,29820,,,,,
,29821,,,,,
,29822,,,,,
,29823,,,,,
,29824,,,,,
,29825,,,,,
,29826,,,,,
,29827,,,,,
,29828,,,,,
,29829,,,,,
,29830,,,,,
,29831,,,,,
,29832,,,,,
,29833,,,,,
,29834,,,,,
,29835,,,,,
,29836,,,,,
,29837,,,,,
,29838,,,,,
,29839,,,,,
,29840,,,,,
,29841,,,,,
,29842,,,,,
,29843,,,,,
,29844,,,,,
,29845,,,,,
,29846,,,,,
,29847,,,,,
,29848,,,,,
,29849,,,,,
,29850,,,,,
,29851,,,,,
,29852,,,,,
,29853,,,,,
,29854,,,,,
,29855,,,,,
,29856,,,,,
,29857,,,,,
,29858,,,,,
,29859,,,,,
,29860,,,,,
,29861,,,,,
,29862,,,,,
,29863,,,,,
,29864,,,,,
,29865,,,,,
,29866,,,,,
,29867,,,,,
,29868,,,,,
,29869,,,,,
,29870,,,,,
,29871,,,,,
,29872,,,,,
,29873,,,,,
,29874,,,,,
,29875,,,,,
,29876,,,,,
,29877,,,,,
,29878,,,,,
,29879,,,,,
,29880,,,,,
,29881,,,,,
,29882,,,,,
,29883,,,,,
,29884,,,,,
,29885,,,,,
,29886,,,,,
,29887,,,,,
,29888,,,,,
,29889,,,,,
,29890,,,,,
,29891,,,,,
,29892,,,,,
,29893,,,,,
,29894,,,,,
,29895,,,,,
,29896,,,,,
,29897,,,,,
,29898,,,,,
,29899,,,,,
,29900,,,,,
,29901,,,,,
,29902,,,,,
,29903,,,,,
,29904,,,,,
,29905,,,,,
,29906,,,,,
,29907,,,,,
,29908,,,,,
,29909,,,,,
,29910,,,,,
,29911,,,,,
,29912,,,,,
,29913,,,,,
,29914,,,,,
,29915,,,,,
,29916,,,,,
,29917,,,,,
,29918,,,,,
,29919,,,,,
,29920,,,,,
,29921,,,,,
,29922,,,,,
,29923,,,,,
,29924,,,,,
,29925,,,,,
,29926,,,,,
,29927,,,,,
,29928,,,,,
,29929,,,,,
,29930,,,,,
,29931,,,,,
,29932,,,,,
,29933,,,,,
,29934,,,,,
,29935,,,,,
,29936,,,,,
,29937,,,,,
,29938,,,,,
,29939,,,,,
,29940,,,,,
,29941,,,,,
,29942,,,,,
,29943,,,,,
,29944,,,,,
,29945,,,,,
,29946,,,,,
,29947,,,,,
,29948,,,,,
,29949,,,,,
,29950,,,,,
,29951,,,,,
,29952,,,,,
,29953,,,,,
,29954,,,,,
,29955,,,,,
,29956,,,,,
,29957,,,,,
,29958,,,,,
,29959,,,,,
,29960,,,,,
,29961,,,,,
,29962,,,,,
,29963,,,,,
,29964,,,,,
,29965,,,,,
,29966,,,,,
,29967,,,,,
,29968,,,,,
,29969,,,,,
,29970,,,,,
,29971,,,,,
,29972,,,,,
,29973,,,,,
,29974,,,,,
,29975,,,,,
,29976,,,,,
,29977,,,,,
,29978,,,,,
,29979,,,,,
,29980,,,,,
,29981,,,,,
,29982,,,,,
,29983,,,,,
,29984,,,,,
,29985,,,,,
,29986,,,,,
,29987,,,,,
,29988,,,,,
,29989,,,,,
,29990,,,,,
,29991,,,,,
,29992,,,,,
,29993,,,,,
,29994,,,,,
,29995,,,,,
,29996,,,,,
,29997,,,,,
,29998,,,,,
,29999,,,,,
N/A,30000,OTHER,105 N MAIN ST,BENTONVILLE,AR,72712
N/A,30001,OTHER,601 RESPECT DR,BENTONVILLE,AR,72716
N/A,30002,OTHER,1700 SE 5TH ST,BENTONVILLE,AR,72716
N/A,30003,OTHER,703 ASSOCIATE DR,BENTONVILLE,AR,72712
N/A,30004,OTHER,600 INTEGRITY DR,BENTONVILLE,AR,72716
N/A,30005,OTHER,802 RESPECT DR,BENTONVILLE,AR,72716
N/A,30006,OTHER,805 RESPECT,BENTONVILLE,AR,72716
N/A,30007,OTHER,814 RESPECT DR,BENTONVILLE,AR,72716
N/A,30008,OTHER,1601 SE 10TH ST,BENTONVILLE,AR,72716
N/A,30009,OTHER,905 CUSTOMER DR,BENTONVILLE,AR,72716
N/A,30010,OTHER,811 EXCELLENCE,BENTONVILLE,AR,72716
N/A,30011,OTHER,806 EXCELLENCE DR,BENTONVILLE,AR,72716
N/A,30012,OTHER,701 EXCELLENCE DR,BENTONVILLE,AR,72716
,30013,,,,,
,30014,,,,,
,30015,,,,,
,30016,,,,,
,30017,,,,,
,30018,,,,,
,30019,,,,,
,30020,,,,,
,30021,,,,,
,30022,,,,,
,30023,,,,,
,30024,,,,,
N/A,30025,OTHER,1101 EXCELLENCE DR,BENTONVILLE,AR,72716
N/A,30026,OTHER,2101 SE 8TH ST,BENTONVILLE,AR,72712
N/A,30027,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30028,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30029,HOME OFFICE,1400 SE 5TH ST,BENTONVILLE,AR,72712
N/A,30030,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30031,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30032,OTHER,1500 SE 8TH ST,BENTONVILLE,AR,72716
N/A,30033,HOME OFFICE,1600 SE 8TH ST,BENTONVILLE,AR,72716
N/A,30034,OTHER,301 ASSOCIATE DR,BENTONVILLE,AR,72716
N/A,30035,OTHER,1100 INTEGRITY DR,BENTONVILLE,AR,72716
N/A,30036,OTHER,210 ASSOCIATE DR,BENTONVILLE,AR,72716
N/A,30037,OTHER,310 ASSOCIATE DR,BENTONVILLE,AR,72716
N/A,30038,OTHER,203 SE MARTIN LUTHER KING JR B,BENTONVILLE,AR,72716
N/A,30039,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30040,OTHER,309 SE MARTIN LUTHER KING PRKWAY,BENTONVILLE,AR,72716
,30041,,,,,
,30042,,,,,
N/A,30043,OTHER,TBA,BENTONVILLE,AR,72712
,30044,,,,,
,30045,,,,,
,30046,,,,,
,30047,,,,,
,30048,,,,,
,30049,,,,,
,30050,,,,,
N/A,30051,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30052,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30053,OTHER,1604 SE 5TH ST,BENTONVILLE,AR,72716
N/A,30054,OTHER,800 RESPECT DR,BENTONVILLE,AR,72716
N/A,30055,OTHER,903 RESPECT DR,BENTONVILLE,AR,72716
N/A,30056,OTHER,902 RESPECT DR,BENTONVILLE,AR,72716
N/A,30057,OTHER,908 CUSTOMER DR,BENTONVILLE,AR,72716
N/A,30058,OTHER,812 EXCELLENCE DR,BENTONVILLE,AR,72716
N/A,30059,OTHER,808 CUSTOMER DR,BENTONVILLE,AR,72716
N/A,30060,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30061,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30062,OTHER,920 EXCELLENCE DR,BENTONVILLE,AR,72716
N/A,30063,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30064,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30065,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30066,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30067,OTHER,TBA,BENTONVILLE,AR,72716
,30068,,,,,
,30069,,,,,
,30070,,,,,
,30071,,,,,
,30072,,,,,
,30073,,,,,
,30074,,,,,
N/A,30075,HOME OFFICE,105 N MAIN ST,BENTONVILLE,AR,72712
N/A,30076,OTHER,508 SW 8TH ST,BENTONVILLE,AR,72712
N/A,30077,OTHER,1400 SE 5TH ST,BENTONVILLE,AR,72712
N/A,30078,OTHER,1 SE CUSTOMER WAY,BENTONVILLE,AR,72716
N/A,30079,OTHER,TBD,BENTONVILLE,AR,72716
N/A,30080,OTHER,601 INTEGRITY DR,BENTONVILLE,AR,72716
N/A,30081,OTHER SUPPORT,2008 S THOMPSON ST,SPRINGDALE,AR,72764
N/A,30082,OTHER,513 S LINCOLN ST,LOWELL,AR,72745
N/A,30083,OTHER,SE MOBERLY LAND AT DELWHITE DR,BENTONVILLE,AR,72712
N/A,30084,HOME OFFICE,2008 SE 14TH ST,BENTONVILLE,AR,72712
N/A,30085,HOME OFFICE,804 SE J ST,BENTONVILLE,AR,72712
,30086,,,,,
,30087,,,,,
,30088,,,,,
,30089,,,,,
,30090,,,,,
,30091,,,,,
,30092,,,,,
N/A,30093,OTHER,101 SE J ST,BENTONVILLE,AR,72716
N/A,30094,ELIMINATION,800 SE J ST,BENTONVILLE,AR,72712
N/A,30095,OTHER,2403 SE J ST,BENTONVILLE,AR,72716
N/A,30096,OTHER,TBA,BENTONVILLE,AR,72716
N/A,30097,OTHER,301 SE J ST,BENTONVILLE,AR,72716
N/A,30098,OTHER,1205 SE 8TH SUITE 1,BENTONVILLE,AR,72716
N/A,30099,OTHER,2914 SE I ST,BENTONVILLE,AR,72716
N/A,30100,OTHER SUPPORT,702 SW 8TH ST,BENTONVILLE,AR,72716
,30101,,,,,
,30102,,,,,
,30103,,,,,
,30104,,,,,
,30105,,,,,
,30106,,,,,
,30107,,,,,
,30108,,,,,
,30109,,,,,
,30110,,,,,
,30111,,,,,
,30112,,,,,
,30113,,,,,
,30114,,,,,
,30115,,,,,
,30116,,,,,
,30117,,,,,
,30118,,,,,
,30119,,,,,
,30120,,,,,
,30121,,,,,
,30122,,,,,
,30123,,,,,
,30124,,,,,
,30125,,,,,
,30126,,,,,
,30127,,,,,
,30128,,,,,
,30129,,,,,
,30130,,,,,
,30131,,,,,
,30132,,,,,
,30133,,,,,
,30134,,,,,
,30135,,,,,
,30136,,,,,
,30137,,,,,
,30138,,,,,
,30139,,,,,
,30140,,,,,
,30141,,,,,
,30142,,,,,
,30143,,,,,
,30144,,,,,
,30145,,,,,
,30146,,,,,
,30147,,,,,
,30148,,,,,
,30149,,,,,
,30150,,,,,
,30151,,,,,
,30152,,,,,
,30153,,,,,
,30154,,,,,
,30155,,,,,
,30156,,,,,
,30157,,,,,
,30158,,,,,
,30159,,,,,
,30160,,,,,
,30161,,,,,
,30162,,,,,
,30163,,,,,
,30164,,,,,
,30165,,,,,
,30166,,,,,
,30167,,,,,
,30168,,,,,
,30169,,,,,
,30170,,,,,
,30171,,,,,
,30172,,,,,
,30173,,,,,
,30174,,,,,
,30175,,,,,
,30176,,,,,
,30177,,,,,
,30178,,,,,
,30179,,,,,
,30180,,,,,
,30181,,,,,
,30182,,,,,
,30183,,,,,
,30184,,,,,
,30185,,,,,
,30186,,,,,
,30187,,,,,
,30188,,,,,
,30189,,,,,
,30190,,,,,
,30191,,,,,
,30192,,,,,
,30193,,,,,
,30194,,,,,
,30195,,,,,
,30196,,,,,
,30197,,,,,
,30198,,,,,
,30199,,,,,
,30200,,,,,
,30201,,,,,
,30202,,,,,
,30203,,,,,
,30204,,,,,
,30205,,,,,
,30206,,,,,
,30207,,,,,
,30208,,,,,
,30209,,,,,
,30210,,,,,
,30211,,,,,
,30212,,,,,
,30213,,,,,
,30214,,,,,
,30215,,,,,
,30216,,,,,
,30217,,,,,
,30218,,,,,
,30219,,,,,
,30220,,,,,
,30221,,,,,
,30222,,,,,
,30223,,,,,
,30224,,,,,
,30225,,,,,
,30226,,,,,
,30227,,,,,
,30228,,,,,
,30229,,,,,
,30230,,,,,
,30231,,,,,
,30232,,,,,
,30233,,,,,
,30234,,,,,
,30235,,,,,
,30236,,,,,
,30237,,,,,
,30238,,,,,
,30239,,,,,
,30240,,,,,
,30241,,,,,
,30242,,,,,
,30243,,,,,
,30244,,,,,
,30245,,,,,
,30246,,,,,
,30247,,,,,
,30248,,,,,
,30249,,,,,
,30250,,,,,
,30251,,,,,
,30252,,,,,
,30253,,,,,
,30254,,,,,
,30255,,,,,
,30256,,,,,
,30257,,,,,
,30258,,,,,
,30259,,,,,
,30260,,,,,
,30261,,,,,
,30262,,,,,
,30263,,,,,
,30264,,,,,
,30265,,,,,
,30266,,,,,
,30267,,,,,
,30268,,,,,
,30269,,,,,
,30270,,,,,
,30271,,,,,
,30272,,,,,
,30273,,,,,
,30274,,,,,
,30275,,,,,
,30276,,,,,
,30277,,,,,
,30278,,,,,
,30279,,,,,
,30280,,,,,
,30281,,,,,
,30282,,,,,
,30283,,,,,
,30284,,,,,
,30285,,,,,
,30286,,,,,
,30287,,,,,
,30288,,,,,
,30289,,,,,
,30290,,,,,
,30291,,,,,
,30292,,,,,
,30293,,,,,
,30294,,,,,
,30295,,,,,
,30296,,,,,
,30297,,,,,
,30298,,,,,
,30299,,,,,
,30300,,,,,
,30301,,,,,
,30302,,,,,
,30303,,,,,
,30304,,,,,
,30305,,,,,
,30306,,,,,
,30307,,,,,
,30308,,,,,
,30309,,,,,
,30310,,,,,
,30311,,,,,
,30312,,,,,
,30313,,,,,
,30314,,,,,
,30315,,,,,
,30316,,,,,
,30317,,,,,
,30318,,,,,
,30319,,,,,
,30320,,,,,
,30321,,,,,
,30322,,,,,
,30323,,,,,
,30324,,,,,
,30325,,,,,
,30326,,,,,
,30327,,,,,
,30328,,,,,
,30329,,,,,
,30330,,,,,
,30331,,,,,
,30332,,,,,
,30333,,,,,
,30334,,,,,
,30335,,,,,
,30336,,,,,
,30337,,,,,
,30338,,,,,
,30339,,,,,
,30340,,,,,
,30341,,,,,
,30342,,,,,
,30343,,,,,
,30344,,,,,
,30345,,,,,
,30346,,,,,
,30347,,,,,
,30348,,,,,
,30349,,,,,
,30350,,,,,
,30351,,,,,
,30352,,,,,
,30353,,,,,
,30354,,,,,
,30355,,,,,
,30356,,,,,
,30357,,,,,
,30358,,,,,
,30359,,,,,
,30360,,,,,
,30361,,,,,
,30362,,,,,
,30363,,,,,
,30364,,,,,
,30365,,,,,
,30366,,,,,
,30367,,,,,
,30368,,,,,
,30369,,,,,
,30370,,,,,
,30371,,,,,
,30372,,,,,
,30373,,,,,
,30374,,,,,
,30375,,,,,
,30376,,,,,
,30377,,,,,
,30378,,,,,
,30379,,,,,
,30380,,,,,
,30381,,,,,
,30382,,,,,
,30383,,,,,
,30384,,,,,
,30385,,,,,
,30386,,,,,
,30387,,,,,
,30388,,,,,
,30389,,,,,
,30390,,,,,
,30391,,,,,
,30392,,,,,
,30393,,,,,
,30394,,,,,
,30395,,,,,
,30396,,,,,
,30397,,,,,
,30398,,,,,
,30399,,,,,
,30400,,,,,
,30401,,,,,
,30402,,,,,
,30403,,,,,
,30404,,,,,
,30405,,,,,
,30406,,,,,
,30407,,,,,
,30408,,,,,
,30409,,,,,
,30410,,,,,
,30411,,,,,
,30412,,,,,
,30413,,,,,
,30414,,,,,
,30415,,,,,
,30416,,,,,
,30417,,,,,
,30418,,,,,
,30419,,,,,
,30420,,,,,
,30421,,,,,
,30422,,,,,
,30423,,,,,
,30424,,,,,
,30425,,,,,
,30426,,,,,
,30427,,,,,
,30428,,,,,
,30429,,,,,
,30430,,,,,
,30431,,,,,
,30432,,,,,
,30433,,,,,
,30434,,,,,
,30435,,,,,
,30436,,,,,
,30437,,,,,
,30438,,,,,
,30439,,,,,
,30440,,,,,
,30441,,,,,
,30442,,,,,
,30443,,,,,
,30444,,,,,
,30445,,,,,
,30446,,,,,
,30447,,,,,
,30448,,,,,
,30449,,,,,
,30450,,,,,
,30451,,,,,
,30452,,,,,
,30453,,,,,
,30454,,,,,
,30455,,,,,
,30456,,,,,
,30457,,,,,
,30458,,,,,
,30459,,,,,
,30460,,,,,
,30461,,,,,
,30462,,,,,
,30463,,,,,
,30464,,,,,
,30465,,,,,
,30466,,,,,
,30467,,,,,
,30468,,,,,
,30469,,,,,
,30470,,,,,
,30471,,,,,
,30472,,,,,
,30473,,,,,
,30474,,,,,
,30475,,,,,
,30476,,,,,
,30477,,,,,
,30478,,,,,
,30479,,,,,
,30480,,,,,
,30481,,,,,
,30482,,,,,
,30483,,,,,
,30484,,,,,
,30485,,,,,
,30486,,,,,
,30487,,,,,
,30488,,,,,
,30489,,,,,
,30490,,,,,
,30491,,,,,
,30492,,,,,
,30493,,,,,
,30494,,,,,
,30495,,,,,
,30496,,,,,
,30497,,,,,
,30498,,,,,
,30499,,,,,
,30500,,,,,
,30501,,,,,
,30502,,,,,
,30503,,,,,
,30504,,,,,
,30505,,,,,
,30506,,,,,
,30507,,,,,
,30508,,,,,
,30509,,,,,
,30510,,,,,
,30511,,,,,
,30512,,,,,
,30513,,,,,
,30514,,,,,
,30515,,,,,
,30516,,,,,
,30517,,,,,
,30518,,,,,
,30519,,,,,
,30520,,,,,
,30521,,,,,
,30522,,,,,
,30523,,,,,
,30524,,,,,
,30525,,,,,
,30526,,,,,
,30527,,,,,
,30528,,,,,
,30529,,,,,
,30530,,,,,
,30531,,,,,
,30532,,,,,
,30533,,,,,
,30534,,,,,
,30535,,,,,
,30536,,,,,
,30537,,,,,
,30538,,,,,
,30539,,,,,
,30540,,,,,
,30541,,,,,
,30542,,,,,
,30543,,,,,
,30544,,,,,
,30545,,,,,
,30546,,,,,
,30547,,,,,
,30548,,,,,
,30549,,,,,
,30550,,,,,
,30551,,,,,
,30552,,,,,
,30553,,,,,
,30554,,,,,
,30555,,,,,
,30556,,,,,
,30557,,,,,
,30558,,,,,
,30559,,,,,
,30560,,,,,
,30561,,,,,
,30562,,,,,
,30563,,,,,
,30564,,,,,
,30565,,,,,
,30566,,,,,
,30567,,,,,
,30568,,,,,
,30569,,,,,
,30570,,,,,
,30571,,,,,
,30572,,,,,
,30573,,,,,
,30574,,,,,
,30575,,,,,
,30576,,,,,
,30577,,,,,
,30578,,,,,
,30579,,,,,
,30580,,,,,
,30581,,,,,
,30582,,,,,
,30583,,,,,
,30584,,,,,
,30585,,,,,
,30586,,,,,
,30587,,,,,
,30588,,,,,
,30589,,,,,
,30590,,,,,
,30591,,,,,
,30592,,,,,
,30593,,,,,
,30594,,,,,
,30595,,,,,
,30596,,,,,
,30597,,,,,
,30598,,,,,
,30599,,,,,
,30600,,,,,
,30601,,,,,
,30602,,,,,
,30603,,,,,
,30604,,,,,
,30605,,,,,
,30606,,,,,
,30607,,,,,
,30608,,,,,
,30609,,,,,
,30610,,,,,
,30611,,,,,
,30612,,,,,
,30613,,,,,
,30614,,,,,
,30615,,,,,
,30616,,,,,
,30617,,,,,
,30618,,,,,
,30619,,,,,
,30620,,,,,
,30621,,,,,
,30622,,,,,
,30623,,,,,
,30624,,,,,
,30625,,,,,
,30626,,,,,
,30627,,,,,
,30628,,,,,
,30629,,,,,
,30630,,,,,
,30631,,,,,
,30632,,,,,
,30633,,,,,
,30634,,,,,
,30635,,,,,
,30636,,,,,
,30637,,,,,
,30638,,,,,
,30639,,,,,
,30640,,,,,
,30641,,,,,
,30642,,,,,
,30643,,,,,
,30644,,,,,
,30645,,,,,
,30646,,,,,
,30647,,,,,
,30648,,,,,
,30649,,,,,
,30650,,,,,
,30651,,,,,
,30652,,,,,
,30653,,,,,
,30654,,,,,
,30655,,,,,
,30656,,,,,
,30657,,,,,
,30658,,,,,
,30659,,,,,
,30660,,,,,
,30661,,,,,
,30662,,,,,
,30663,,,,,
,30664,,,,,
,30665,,,,,
,30666,,,,,
,30667,,,,,
,30668,,,,,
,30669,,,,,
,30670,,,,,
,30671,,,,,
,30672,,,,,
,30673,,,,,
,30674,,,,,
,30675,,,,,
,30676,,,,,
,30677,,,,,
,30678,,,,,
,30679,,,,,
,30680,,,,,
,30681,,,,,
,30682,,,,,
,30683,,,,,
,30684,,,,,
,30685,,,,,
,30686,,,,,
,30687,,,,,
,30688,,,,,
,30689,,,,,
,30690,,,,,
,30691,,,,,
,30692,,,,,
,30693,,,,,
,30694,,,,,
,30695,,,,,
,30696,,,,,
,30697,,,,,
,30698,,,,,
,30699,,,,,
,30700,,,,,
,30701,,,,,
,30702,,,,,
,30703,,,,,
,30704,,,,,
,30705,,,,,
,30706,,,,,
,30707,,,,,
,30708,,,,,
,30709,,,,,
,30710,,,,,
,30711,,,,,
,30712,,,,,
,30713,,,,,
,30714,,,,,
,30715,,,,,
,30716,,,,,
,30717,,,,,
,30718,,,,,
,30719,,,,,
,30720,,,,,
,30721,,,,,
,30722,,,,,
,30723,,,,,
,30724,,,,,
,30725,,,,,
,30726,,,,,
,30727,,,,,
,30728,,,,,
,30729,,,,,
,30730,,,,,
,30731,,,,,
,30732,,,,,
,30733,,,,,
,30734,,,,,
,30735,,,,,
,30736,,,,,
,30737,,,,,
,30738,,,,,
,30739,,,,,
,30740,,,,,
,30741,,,,,
,30742,,,,,
,30743,,,,,
,30744,,,,,
,30745,,,,,
,30746,,,,,
,30747,,,,,
,30748,,,,,
,30749,,,,,
,30750,,,,,
,30751,,,,,
,30752,,,,,
,30753,,,,,
,30754,,,,,
,30755,,,,,
,30756,,,,,
,30757,,,,,
,30758,,,,,
,30759,,,,,
,30760,,,,,
,30761,,,,,
,30762,,,,,
,30763,,,,,
,30764,,,,,
,30765,,,,,
,30766,,,,,
,30767,,,,,
,30768,,,,,
,30769,,,,,
,30770,,,,,
,30771,,,,,
,30772,,,,,
,30773,,,,,
,30774,,,,,
,30775,,,,,
,30776,,,,,
,30777,,,,,
,30778,,,,,
,30779,,,,,
,30780,,,,,
,30781,,,,,
,30782,,,,,
,30783,,,,,
,30784,,,,,
,30785,,,,,
,30786,,,,,
,30787,,,,,
,30788,,,,,
,30789,,,,,
,30790,,,,,
,30791,,,,,
,30792,,,,,
,30793,,,,,
,30794,,,,,
,30795,,,,,
,30796,,,,,
,30797,,,,,
,30798,,,,,
,30799,,,,,
,30800,,,,,
,30801,,,,,
,30802,,,,,
,30803,,,,,
,30804,,,,,
,30805,,,,,
,30806,,,,,
,30807,,,,,
,30808,,,,,
,30809,,,,,
,30810,,,,,
,30811,,,,,
,30812,,,,,
,30813,,,,,
,30814,,,,,
,30815,,,,,
,30816,,,,,
,30817,,,,,
,30818,,,,,
,30819,,,,,
,30820,,,,,
,30821,,,,,
,30822,,,,,
,30823,,,,,
,30824,,,,,
,30825,,,,,
,30826,,,,,
,30827,,,,,
,30828,,,,,
,30829,,,,,
,30830,,,,,
,30831,,,,,
,30832,,,,,
,30833,,,,,
,30834,,,,,
,30835,,,,,
,30836,,,,,
,30837,,,,,
,30838,,,,,
,30839,,,,,
,30840,,,,,
,30841,,,,,
,30842,,,,,
,30843,,,,,
,30844,,,,,
,30845,,,,,
,30846,,,,,
,30847,,,,,
,30848,,,,,
,30849,,,,,
,30850,,,,,
,30851,,,,,
,30852,,,,,
,30853,,,,,
,30854,,,,,
,30855,,,,,
,30856,,,,,
,30857,,,,,
,30858,,,,,
,30859,,,,,
,30860,,,,,
,30861,,,,,
,30862,,,,,
,30863,,,,,
,30864,,,,,
,30865,,,,,
,30866,,,,,
,30867,,,,,
,30868,,,,,
,30869,,,,,
,30870,,,,,
,30871,,,,,
,30872,,,,,
,30873,,,,,
,30874,,,,,
,30875,,,,,
,30876,,,,,
,30877,,,,,
,30878,,,,,
,30879,,,,,
,30880,,,,,
,30881,,,,,
,30882,,,,,
,30883,,,,,
,30884,,,,,
,30885,,,,,
,30886,,,,,
,30887,,,,,
,30888,,,,,
,30889,,,,,
,30890,,,,,
,30891,,,,,
,30892,,,,,
,30893,,,,,
,30894,,,,,
,30895,,,,,
,30896,,,,,
,30897,,,,,
,30898,,,,,
,30899,,,,,
,30900,,,,,
,30901,,,,,
,30902,,,,,
,30903,,,,,
,30904,,,,,
,30905,,,,,
,30906,,,,,
